merchantid,merchantSlug,businessType,Industry,customerSegment,market,First_Shipment_Month,Delivery_Month,Delivery_Year,delivery_quarter,GMV,First_Shipment_Quarter_Year,Delivery_Month_Year,Delivery_Quarter_Year
bcJhSBzI7zaoFM398kW8,matt-and-nat,Retail,Accessories,Midmarket,Toronto,2021-11-01,11,2021,$4.00,6.48,2021-04-01,11-2021,4-2021
IhX7h56bK27rQGuga3HS,bulldognutrition-vaughan,eCommerce,Health & Wellness,Small Business,Toronto,2021-04-01,7,2021,$3.00,252.72,2021-02-01,7-2021,3-2021
IhX7h56bK27rQGuga3HS,bulldognutrition-vaughan,eCommerce,Health & Wellness,Small Business,Toronto,2021-04-01,5,2021,$2.00,247.86,2021-02-01,5-2021,2-2021
IhX7h56bK27rQGuga3HS,bulldognutrition-vaughan,eCommerce,Health & Wellness,Small Business,Toronto,2021-04-01,6,2021,$2.00,269.73,2021-02-01,6-2021,2-2021
vTrXFF3nvgBIackyubjw,phonebox-yyz,Retail,Technology / Tech Gadgets,Small Business,Toronto,2021-05-01,5,2021,$2.00,153.09,2021-02-01,5-2021,2-2021
vTrXFF3nvgBIackyubjw,phonebox-yyz,Retail,Technology / Tech Gadgets,Small Business,Toronto,2021-05-01,7,2021,$3.00,379.08,2021-02-01,7-2021,3-2021
vTrXFF3nvgBIackyubjw,phonebox-yyz,Retail,Technology / Tech Gadgets,Small Business,Toronto,2021-05-01,6,2021,$2.00,616.41,2021-02-01,6-2021,2-2021
JMWllRPJCMgzh3ib6mTF,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-09-01,5,2022,$2.00,6.6162895,2021-03-01,5-2022,2-2022
JMWllRPJCMgzh3ib6mTF,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-09-01,1,2022,$1.00,6340.588576,2021-03-01,1-2022,1-2022
JMWllRPJCMgzh3ib6mTF,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-09-01,12,2021,$4.00,4095.36,2021-03-01,12-2021,4-2021
loqNDrMdYmMrpCyuTUVz,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-09-01,12,2021,$4.00,5985.9,2021-03-01,12-2021,4-2021
loqNDrMdYmMrpCyuTUVz,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-09-01,11,2021,$4.00,5017.14,2021-03-01,11-2021,4-2021
JMWllRPJCMgzh3ib6mTF,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-09-01,3,2022,$1.00,3280.727027,2021-03-01,3-2022,1-2022
JMWllRPJCMgzh3ib6mTF,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-09-01,2,2022,$1.00,4287.64091,2021-03-01,2-2022,1-2022
JMWllRPJCMgzh3ib6mTF,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-09-01,4,2022,$2.00,2612.922653,2021-03-01,4-2022,2-2022
6Jq5RRUZnWMufLvKXPR1,colossal-cookie-co,Retail,Ambient: Food & Beverage,Midmarket,Toronto,2022-01-01,1,2022,$1.00,121.987712,2022-01-01,1-2022,1-2022
6Jq5RRUZnWMufLvKXPR1,colossal-cookie-co,Retail,Ambient: Food & Beverage,Midmarket,Toronto,2022-01-01,3,2022,$1.00,248.138814,2022-01-01,3-2022,1-2022
6Jq5RRUZnWMufLvKXPR1,colossal-cookie-co,Retail,Ambient: Food & Beverage,Midmarket,Toronto,2022-01-01,2,2022,$1.00,454.309156,2022-01-01,2-2022,1-2022
cTDaEFwyYK12sfCO7hY2,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-12-01,5,2022,$2.00,23052.70939,2021-04-01,5-2022,2-2022
cTDaEFwyYK12sfCO7hY2,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-12-01,6,2022,$2.00,1700.775595,2021-04-01,6-2022,2-2022
cTDaEFwyYK12sfCO7hY2,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-12-01,1,2022,$1.00,19796.07085,2021-04-01,1-2022,1-2022
icgdW6WmJjkIinJXTmKU,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-12-01,12,2021,$4.00,16271.28,2021-04-01,12-2021,4-2021
cTDaEFwyYK12sfCO7hY2,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-12-01,12,2021,$4.00,6081.075,2021-04-01,12-2021,4-2021
cTDaEFwyYK12sfCO7hY2,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-12-01,3,2022,$1.00,21516.95423,2021-04-01,3-2022,1-2022
cTDaEFwyYK12sfCO7hY2,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-12-01,2,2022,$1.00,16845.20186,2021-04-01,2-2022,1-2022
cTDaEFwyYK12sfCO7hY2,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-12-01,4,2022,$2.00,16728.5616,2021-04-01,4-2022,2-2022
zNSaqMfkIvK4NHAKYgYV,edelweiss-chocolates,Retail,Ambient: Food & Beverage,Small Business,Los Angeles,2021-08-01,1,2022,$1.00,40.6,2021-03-01,1-2022,1-2022
zNSaqMfkIvK4NHAKYgYV,edelweiss-chocolates,Retail,Ambient: Food & Beverage,Small Business,Los Angeles,2021-08-01,8,2021,$3.00,119.26,2021-03-01,8-2021,3-2021
zNSaqMfkIvK4NHAKYgYV,edelweiss-chocolates,Retail,Ambient: Food & Beverage,Small Business,Los Angeles,2021-08-01,9,2021,$3.00,210.61,2021-03-01,9-2021,3-2021
zNSaqMfkIvK4NHAKYgYV,edelweiss-chocolates,Retail,Ambient: Food & Beverage,Small Business,Los Angeles,2021-08-01,10,2021,$4.00,301.96,2021-03-01,10-2021,4-2021
zNSaqMfkIvK4NHAKYgYV,edelweiss-chocolates,Retail,Ambient: Food & Beverage,Small Business,Los Angeles,2021-08-01,11,2021,$4.00,451.67,2021-03-01,11-2021,4-2021
zNSaqMfkIvK4NHAKYgYV,edelweiss-chocolates,Retail,Ambient: Food & Beverage,Small Business,Los Angeles,2021-08-01,12,2021,$4.00,510.03,2021-03-01,12-2021,4-2021
zNSaqMfkIvK4NHAKYgYV,edelweiss-chocolates,Retail,Ambient: Food & Beverage,Small Business,Los Angeles,2021-08-01,2,2022,$1.00,553.17,2021-03-01,2-2022,1-2022
dwNqO8UtioHhoYGcWN77,ship-apollo,3PL,Logistics,Small Business,Toronto,2021-07-01,1,2022,$1.00,602.01728,2021-03-01,1-2022,1-2022
HMPfeQXPhUwB7LWlxkdl,bulldognutrition-brampton,eCommerce,Health & Wellness,Small Business,Toronto,2021-04-01,7,2021,$3.00,43.74,2021-02-01,7-2021,3-2021
HMPfeQXPhUwB7LWlxkdl,bulldognutrition-brampton,eCommerce,Health & Wellness,Small Business,Toronto,2021-04-01,5,2021,$2.00,196.83,2021-02-01,5-2021,2-2021
HMPfeQXPhUwB7LWlxkdl,bulldognutrition-brampton,eCommerce,Health & Wellness,Small Business,Toronto,2021-04-01,6,2021,$2.00,247.86,2021-02-01,6-2021,2-2021
VQEtBn7EFN4b6nLjnN2g,newtntfashion,Retail,Apparel,Small Business,Toronto,2021-10-01,10,2021,$4.00,572.2245,2021-04-01,10-2021,4-2021
VQEtBn7EFN4b6nLjnN2g,newtntfashion,Retail,Apparel,Small Business,Toronto,2021-10-01,12,2021,$4.00,2699.9325,2021-04-01,12-2021,4-2021
VQEtBn7EFN4b6nLjnN2g,newtntfashion,Retail,Apparel,Small Business,Toronto,2021-10-01,11,2021,$4.00,1474.8885,2021-04-01,11-2021,4-2021
VBL0QtmvjMRvijjl8hvf,iherb-la,Retail,Health & Wellness,Enterprise,Los Angeles,2022-01-01,2,2022,$1.00,10152.55,2022-01-01,2-2022,1-2022
VBL0QtmvjMRvijjl8hvf,iherb-la,Retail,Health & Wellness,Enterprise,Los Angeles,2022-01-01,6,2022,$2.00,1146.76,2022-01-01,6-2022,2-2022
VBL0QtmvjMRvijjl8hvf,iherb-la,Retail,Health & Wellness,Enterprise,Los Angeles,2022-01-01,5,2022,$2.00,11841.66,2022-01-01,5-2022,2-2022
VBL0QtmvjMRvijjl8hvf,iherb-la,Retail,Health & Wellness,Enterprise,Los Angeles,2022-01-01,1,2022,$1.00,2307.65,2022-01-01,1-2022,1-2022
VBL0QtmvjMRvijjl8hvf,iherb-la,Retail,Health & Wellness,Enterprise,Los Angeles,2022-01-01,4,2022,$2.00,12560,2022-01-01,4-2022,2-2022
VBL0QtmvjMRvijjl8hvf,iherb-la,Retail,Health & Wellness,Enterprise,Los Angeles,2022-01-01,3,2022,$1.00,11779.18,2022-01-01,3-2022,1-2022
mfUQuDjrT3O5hgIuWF6f,kotn-ss15,eCommerce,Apparel,Small Business,Toronto,2021-04-01,5,2022,$2.00,4063.90404,2021-02-01,5-2022,2-2022
mfUQuDjrT3O5hgIuWF6f,kotn-ss15,eCommerce,Apparel,Small Business,Toronto,2021-04-01,10,2021,$4.00,4921.56,2021-02-01,10-2021,4-2021
mfUQuDjrT3O5hgIuWF6f,kotn-ss15,eCommerce,Apparel,Small Business,Toronto,2021-04-01,6,2022,$2.00,239.0504316,2021-02-01,6-2022,2-2022
mfUQuDjrT3O5hgIuWF6f,kotn-ss15,eCommerce,Apparel,Small Business,Toronto,2021-04-01,2,2022,$1.00,3214.55168,2021-02-01,2-2022,1-2022
mfUQuDjrT3O5hgIuWF6f,kotn-ss15,eCommerce,Apparel,Small Business,Toronto,2021-04-01,9,2021,$3.00,4105.2825,2021-02-01,9-2021,3-2021
PickWJ6qgNmEpj5ZnxYJ,bulldognutrition-markham,eCommerce,Health & Wellness,Small Business,Toronto,2021-04-01,7,2021,$3.00,686.475,2021-02-01,7-2021,3-2021
PickWJ6qgNmEpj5ZnxYJ,bulldognutrition-markham,eCommerce,Health & Wellness,Small Business,Toronto,2021-04-01,5,2021,$2.00,763.02,2021-02-01,5-2021,2-2021
PickWJ6qgNmEpj5ZnxYJ,bulldognutrition-markham,eCommerce,Health & Wellness,Small Business,Toronto,2021-04-01,6,2021,$2.00,805.545,2021-02-01,6-2021,2-2021
bBQqLXTxleeOYWaoByQn,pikto,eCommerce,Other,Small Business,Toronto,2021-04-01,3,2022,$1.00,189.66024,2021-02-01,3-2022,1-2022
bBQqLXTxleeOYWaoByQn,pikto,eCommerce,Other,Small Business,Toronto,2021-04-01,2,2022,$1.00,940.058392,2021-02-01,2-2022,1-2022
bBQqLXTxleeOYWaoByQn,pikto,eCommerce,Other,Small Business,Toronto,2021-04-01,1,2022,$1.00,1121.653248,2021-02-01,1-2022,1-2022
bBQqLXTxleeOYWaoByQn,pikto,eCommerce,Other,Small Business,Toronto,2021-04-01,12,2021,$4.00,3142.8,2021-02-01,12-2021,4-2021
bBQqLXTxleeOYWaoByQn,pikto,eCommerce,Other,Small Business,Toronto,2021-04-01,11,2021,$4.00,1564.92,2021-02-01,11-2021,4-2021
kpnMP2FyJ52FUBr0fRb2,plus-shop-north-york,eCommerce,Apparel,Small Business,Toronto,2022-02-01,3,2022,$1.00,47.41506,2022-01-01,3-2022,1-2022
2VpzjtLrNV6kguf3gXqK,phonebox-yvr,Retail,Technology / Tech Gadgets,Small Business,Vancouver,2021-05-01,5,2021,$2.00,51.03,2021-02-01,5-2021,2-2021
2VpzjtLrNV6kguf3gXqK,phonebox-yvr,Retail,Technology / Tech Gadgets,Small Business,Vancouver,2021-05-01,8,2021,$3.00,196.83,2021-02-01,8-2021,3-2021
2VpzjtLrNV6kguf3gXqK,phonebox-yvr,Retail,Technology / Tech Gadgets,Small Business,Vancouver,2021-05-01,7,2021,$3.00,451.98,2021-02-01,7-2021,3-2021
2VpzjtLrNV6kguf3gXqK,phonebox-yvr,Retail,Technology / Tech Gadgets,Small Business,Vancouver,2021-05-01,6,2021,$2.00,641.52,2021-02-01,6-2021,2-2021
GZQSzW4R2hzN6pggPNnJ,180smoke,eCommerce,Tobacco / Smoke / CBD Products,Small Business,Toronto,2021-04-01,2,2022,$1.00,131.655335,2021-02-01,2-2022,1-2022
U1IbWeGutSKCkqaOn0zZ,my-supplements,Retail,Health & Wellness,Small Business,Toronto,2021-07-01,7,2021,$3.00,218.7,2021-03-01,7-2021,3-2021
U1IbWeGutSKCkqaOn0zZ,my-supplements,Retail,Health & Wellness,Small Business,Toronto,2021-07-01,10,2021,$4.00,317.115,2021-03-01,10-2021,4-2021
U1IbWeGutSKCkqaOn0zZ,my-supplements,Retail,Health & Wellness,Small Business,Toronto,2021-07-01,9,2021,$3.00,368.145,2021-03-01,9-2021,3-2021
U1IbWeGutSKCkqaOn0zZ,my-supplements,Retail,Health & Wellness,Small Business,Toronto,2021-07-01,2,2022,$1.00,484.570233,2021-03-01,2-2022,1-2022
U1IbWeGutSKCkqaOn0zZ,my-supplements,Retail,Health & Wellness,Small Business,Toronto,2021-07-01,12,2021,$4.00,512.1225,2021-03-01,12-2021,4-2021
U1IbWeGutSKCkqaOn0zZ,my-supplements,Retail,Health & Wellness,Small Business,Toronto,2021-07-01,1,2022,$1.00,552.50928,2021-03-01,1-2022,1-2022
U1IbWeGutSKCkqaOn0zZ,my-supplements,Retail,Health & Wellness,Small Business,Toronto,2021-07-01,8,2021,$3.00,566.7975,2021-03-01,8-2021,3-2021
U1IbWeGutSKCkqaOn0zZ,my-supplements,Retail,Health & Wellness,Small Business,Toronto,2021-07-01,11,2021,$4.00,809.19,2021-03-01,11-2021,4-2021
U1IbWeGutSKCkqaOn0zZ,my-supplements,Retail,Health & Wellness,Small Business,Toronto,2021-07-01,3,2022,$1.00,801.9072022,2021-03-01,3-2022,1-2022
ucamRDGzGqbUAuH3BIJy,innovacion-natural,eCommerce,Health & Wellness,Small Business,Los Angeles,2021-09-01,1,2022,$1.00,746.76,2021-03-01,1-2022,1-2022
ucamRDGzGqbUAuH3BIJy,innovacion-natural,eCommerce,Health & Wellness,Small Business,Los Angeles,2021-09-01,3,2022,$1.00,759.45,2021-03-01,3-2022,1-2022
ucamRDGzGqbUAuH3BIJy,innovacion-natural,eCommerce,Health & Wellness,Small Business,Los Angeles,2021-09-01,12,2021,$4.00,855.51,2021-03-01,12-2021,4-2021
ucamRDGzGqbUAuH3BIJy,innovacion-natural,eCommerce,Health & Wellness,Small Business,Los Angeles,2021-09-01,11,2021,$4.00,1125.59,2021-03-01,11-2021,4-2021
ucamRDGzGqbUAuH3BIJy,innovacion-natural,eCommerce,Health & Wellness,Small Business,Los Angeles,2021-09-01,2,2022,$1.00,1270.62,2021-03-01,2-2022,1-2022
asBJ1nJ60R7LuY7cyRP7,dragonvape-ca,Retail,Tobacco / Smoke / CBD Products,Small Business,Toronto,2021-04-01,4,2022,$2.00,14.24583,2021-02-01,4-2022,2-2022
asBJ1nJ60R7LuY7cyRP7,dragonvape-ca,Retail,Tobacco / Smoke / CBD Products,Small Business,Toronto,2021-04-01,9,2021,$3.00,2228.9175,2021-02-01,9-2021,3-2021
asBJ1nJ60R7LuY7cyRP7,dragonvape-ca,Retail,Tobacco / Smoke / CBD Products,Small Business,Toronto,2021-04-01,8,2021,$3.00,2349.2025,2021-02-01,8-2021,3-2021
asBJ1nJ60R7LuY7cyRP7,dragonvape-ca,Retail,Tobacco / Smoke / CBD Products,Small Business,Toronto,2021-04-01,7,2021,$3.00,2290.68,2021-02-01,7-2021,3-2021
asBJ1nJ60R7LuY7cyRP7,dragonvape-ca,Retail,Tobacco / Smoke / CBD Products,Small Business,Toronto,2021-04-01,12,2021,$4.00,2640.8025,2021-02-01,12-2021,4-2021
asBJ1nJ60R7LuY7cyRP7,dragonvape-ca,Retail,Tobacco / Smoke / CBD Products,Small Business,Toronto,2021-04-01,3,2022,$1.00,2619.089377,2021-02-01,3-2022,1-2022
asBJ1nJ60R7LuY7cyRP7,dragonvape-ca,Retail,Tobacco / Smoke / CBD Products,Small Business,Toronto,2021-04-01,11,2021,$4.00,3229.47,2021-02-01,11-2021,4-2021
asBJ1nJ60R7LuY7cyRP7,dragonvape-ca,Retail,Tobacco / Smoke / CBD Products,Small Business,Toronto,2021-04-01,1,2022,$1.00,3152.867472,2021-02-01,1-2022,1-2022
asBJ1nJ60R7LuY7cyRP7,dragonvape-ca,Retail,Tobacco / Smoke / CBD Products,Small Business,Toronto,2021-04-01,2,2022,$1.00,3298.260892,2021-02-01,2-2022,1-2022
asBJ1nJ60R7LuY7cyRP7,dragonvape-ca,Retail,Tobacco / Smoke / CBD Products,Small Business,Toronto,2021-04-01,10,2021,$4.00,2059.425,2021-02-01,10-2021,4-2021
i1iaj2TA5bid5iwl01p7,knix-wear-canada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,11,2021,$4.00,4.7628,2021-02-01,11-2021,4-2021
i1iaj2TA5bid5iwl01p7,knix-wear-canada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,9,2021,$3.00,9.5256,2021-02-01,9-2021,3-2021
i1iaj2TA5bid5iwl01p7,knix-wear-canada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,8,2021,$3.00,14.2884,2021-02-01,8-2021,3-2021
i1iaj2TA5bid5iwl01p7,knix-wear-canada,eCommerce,Apparel,Small Business,Toronto,2021-04-01,10,2021,$4.00,19.0512,2021-02-01,10-2021,4-2021
CXgSc6C9njxh70G3rn9W,unbound-merino,eCommerce,Apparel,Small Business,Toronto,2021-06-01,3,2022,$1.00,228.026926,2021-02-01,3-2022,1-2022
8mudZSt6fuShE1ET0hvQ,skiis-biikes,Retail,Fitness & Sporting Equipment,Small Business,Toronto,2021-09-01,3,2022,$1.00,133.6709566,2021-03-01,3-2022,1-2022
8mudZSt6fuShE1ET0hvQ,skiis-biikes,Retail,Fitness & Sporting Equipment,Small Business,Toronto,2021-09-01,11,2021,$4.00,201.4875,2021-03-01,11-2021,4-2021
8mudZSt6fuShE1ET0hvQ,skiis-biikes,Retail,Fitness & Sporting Equipment,Small Business,Toronto,2021-09-01,2,2022,$1.00,312.828796,2021-03-01,2-2022,1-2022
8mudZSt6fuShE1ET0hvQ,skiis-biikes,Retail,Fitness & Sporting Equipment,Small Business,Toronto,2021-09-01,12,2021,$4.00,429.1623,2021-03-01,12-2021,4-2021
8mudZSt6fuShE1ET0hvQ,skiis-biikes,Retail,Fitness & Sporting Equipment,Small Business,Toronto,2021-09-01,1,2022,$1.00,439.4013229,2021-03-01,1-2022,1-2022
mYPCedik9KRo9SEZy8Tb,get-real-movement,Retail,Other,Small Business,Toronto,2021-04-01,5,2021,$2.00,5.8725,2021-02-01,5-2021,2-2021
mYPCedik9KRo9SEZy8Tb,get-real-movement,Retail,Other,Small Business,Toronto,2021-04-01,9,2021,$3.00,10.2708,2021-02-01,9-2021,3-2021
mYPCedik9KRo9SEZy8Tb,get-real-movement,Retail,Other,Small Business,Toronto,2021-04-01,8,2021,$3.00,17.6175,2021-02-01,8-2021,3-2021
mYPCedik9KRo9SEZy8Tb,get-real-movement,Retail,Other,Small Business,Toronto,2021-04-01,10,2021,$4.00,23.49,2021-02-01,10-2021,4-2021
mYPCedik9KRo9SEZy8Tb,get-real-movement,Retail,Other,Small Business,Toronto,2021-04-01,11,2021,$4.00,41.1075,2021-02-01,11-2021,4-2021
E7ncfaEDFzykzrrS8Wkm,rockwell-canada,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,3,2022,$1.00,42.673554,2021-02-01,3-2022,1-2022
E7ncfaEDFzykzrrS8Wkm,rockwell-canada,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,8,2021,$3.00,94.77,2021-02-01,8-2021,3-2021
E7ncfaEDFzykzrrS8Wkm,rockwell-canada,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,9,2021,$3.00,100.2375,2021-02-01,9-2021,3-2021
E7ncfaEDFzykzrrS8Wkm,rockwell-canada,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,10,2021,$4.00,107.5275,2021-02-01,10-2021,4-2021
E7ncfaEDFzykzrrS8Wkm,rockwell-canada,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,6,2021,$2.00,157.95,2021-02-01,6-2021,2-2021
E7ncfaEDFzykzrrS8Wkm,rockwell-canada,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,2,2022,$1.00,155.628396,2021-02-01,2-2022,1-2022
E7ncfaEDFzykzrrS8Wkm,rockwell-canada,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,1,2022,$1.00,199.616256,2021-02-01,1-2022,1-2022
E7ncfaEDFzykzrrS8Wkm,rockwell-canada,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,11,2021,$4.00,269.73,2021-02-01,11-2021,4-2021
E7ncfaEDFzykzrrS8Wkm,rockwell-canada,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,12,2021,$4.00,297.0675,2021-02-01,12-2021,4-2021
L3I1W2ywgm51Xz1aCEYQ,the-herb-depot,Retail,Health & Wellness,Small Business,Toronto,2021-08-01,8,2021,$3.00,14.175,2021-03-01,8-2021,3-2021
L3I1W2ywgm51Xz1aCEYQ,the-herb-depot,Retail,Health & Wellness,Small Business,Toronto,2021-08-01,9,2021,$3.00,340.1919,2021-03-01,9-2021,3-2021
L3I1W2ywgm51Xz1aCEYQ,the-herb-depot,Retail,Health & Wellness,Small Business,Toronto,2021-08-01,10,2021,$4.00,375.6375,2021-03-01,10-2021,4-2021
L3I1W2ywgm51Xz1aCEYQ,the-herb-depot,Retail,Health & Wellness,Small Business,Toronto,2021-08-01,12,2021,$4.00,416.3805,2021-03-01,12-2021,4-2021
L3I1W2ywgm51Xz1aCEYQ,the-herb-depot,Retail,Health & Wellness,Small Business,Toronto,2021-08-01,3,2022,$1.00,399.3217328,2021-03-01,3-2022,1-2022
L3I1W2ywgm51Xz1aCEYQ,the-herb-depot,Retail,Health & Wellness,Small Business,Toronto,2021-08-01,2,2022,$1.00,534.7250206,2021-03-01,2-2022,1-2022
L3I1W2ywgm51Xz1aCEYQ,the-herb-depot,Retail,Health & Wellness,Small Business,Toronto,2021-08-01,11,2021,$4.00,558.1386,2021-03-01,11-2021,4-2021
L3I1W2ywgm51Xz1aCEYQ,the-herb-depot,Retail,Health & Wellness,Small Business,Toronto,2021-08-01,1,2022,$1.00,755.4841587,2021-03-01,1-2022,1-2022
fFF7Io2LAeZfrXuNlVZG,threads,Retail,Logistics,Small Business,Toronto,2021-12-01,1,2022,$1.00,5.544896,2021-04-01,1-2022,1-2022
fFF7Io2LAeZfrXuNlVZG,threads,Retail,Logistics,Small Business,Toronto,2021-12-01,3,2022,$1.00,11.063514,2021-04-01,3-2022,1-2022
fFF7Io2LAeZfrXuNlVZG,threads,Retail,Logistics,Small Business,Toronto,2021-12-01,12,2021,$4.00,28.35,2021-04-01,12-2021,4-2021
dwNqO8UtioHhoYGcWN77,ship-apollo,3PL,Logistics,Small Business,Toronto,2021-07-01,7,2021,$3.00,51.03,2021-03-01,7-2021,3-2021
dwNqO8UtioHhoYGcWN77,ship-apollo,3PL,Logistics,Small Business,Toronto,2021-07-01,8,2021,$3.00,299.9025,2021-03-01,8-2021,3-2021
dwNqO8UtioHhoYGcWN77,ship-apollo,3PL,Logistics,Small Business,Toronto,2021-07-01,9,2021,$3.00,331.4925,2021-03-01,9-2021,3-2021
dwNqO8UtioHhoYGcWN77,ship-apollo,3PL,Logistics,Small Business,Toronto,2021-07-01,10,2021,$4.00,367.9425,2021-03-01,10-2021,4-2021
dwNqO8UtioHhoYGcWN77,ship-apollo,3PL,Logistics,Small Business,Toronto,2021-07-01,2,2022,$1.00,495.967262,2021-03-01,2-2022,1-2022
dwNqO8UtioHhoYGcWN77,ship-apollo,3PL,Logistics,Small Business,Toronto,2021-07-01,3,2022,$1.00,511.4899598,2021-03-01,3-2022,1-2022
dwNqO8UtioHhoYGcWN77,ship-apollo,3PL,Logistics,Small Business,Toronto,2021-07-01,11,2021,$4.00,683.0325,2021-03-01,11-2021,4-2021
dwNqO8UtioHhoYGcWN77,ship-apollo,3PL,Logistics,Small Business,Toronto,2021-07-01,12,2021,$4.00,863.46,2021-03-01,12-2021,4-2021
znmkoF94PWP3cFrIsFsp,roots,eCommerce,Apparel,Small Business,Toronto,2021-06-01,1,2022,$1.00,3101.18112,2021-02-01,1-2022,1-2022
znmkoF94PWP3cFrIsFsp,roots,eCommerce,Apparel,Small Business,Toronto,2021-06-01,6,2022,$2.00,140.10966,2021-02-01,6-2022,2-2022
znmkoF94PWP3cFrIsFsp,roots,eCommerce,Apparel,Small Business,Toronto,2021-06-01,9,2021,$3.00,4066.9695,2021-02-01,9-2021,3-2021
znmkoF94PWP3cFrIsFsp,roots,eCommerce,Apparel,Small Business,Toronto,2021-06-01,6,2021,$2.00,1166.4,2021-02-01,6-2021,2-2021
znmkoF94PWP3cFrIsFsp,roots,eCommerce,Apparel,Small Business,Toronto,2021-06-01,2,2022,$1.00,2204.73561,2021-02-01,2-2022,1-2022
znmkoF94PWP3cFrIsFsp,roots,eCommerce,Apparel,Small Business,Toronto,2021-06-01,3,2022,$1.00,2258.142232,2021-02-01,3-2022,1-2022
znmkoF94PWP3cFrIsFsp,roots,eCommerce,Apparel,Small Business,Toronto,2021-06-01,4,2022,$2.00,2469.2772,2021-02-01,4-2022,2-2022
znmkoF94PWP3cFrIsFsp,roots,eCommerce,Apparel,Small Business,Toronto,2021-06-01,12,2021,$4.00,11888.775,2021-02-01,12-2021,4-2021
znmkoF94PWP3cFrIsFsp,roots,eCommerce,Apparel,Small Business,Toronto,2021-06-01,8,2021,$3.00,3286.899,2021-02-01,8-2021,3-2021
znmkoF94PWP3cFrIsFsp,roots,eCommerce,Apparel,Small Business,Toronto,2021-06-01,7,2021,$3.00,2890.8495,2021-02-01,7-2021,3-2021
znmkoF94PWP3cFrIsFsp,roots,eCommerce,Apparel,Small Business,Toronto,2021-06-01,11,2021,$4.00,17589.7575,2021-02-01,11-2021,4-2021
znmkoF94PWP3cFrIsFsp,roots,eCommerce,Apparel,Small Business,Toronto,2021-06-01,5,2022,$2.00,2819.706907,2021-02-01,5-2022,2-2022
ucamRDGzGqbUAuH3BIJy,innovacion-natural,eCommerce,Health & Wellness,Small Business,Los Angeles,2021-09-01,9,2021,$3.00,159.5,2021-03-01,9-2021,3-2021
ucamRDGzGqbUAuH3BIJy,innovacion-natural,eCommerce,Health & Wellness,Small Business,Los Angeles,2021-09-01,10,2021,$4.00,357.07,2021-03-01,10-2021,4-2021
E7ncfaEDFzykzrrS8Wkm,rockwell-canada,eCommerce,Personal Care / Cosmetics,Small Business,Toronto,2021-04-01,5,2021,$2.00,116.64,2021-02-01,5-2021,2-2021
7KTezEMjiJYeOTNI9vp8,mshz-international,eCommerce,Gifts/Wrappings/Customization,Midmarket,Toronto,2021-11-01,11,2021,$4.00,1256.9418,2021-04-01,11-2021,4-2021
uq2FendiLZj3Ymzu9okk,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-10-01,1,2022,$1.00,3833.89952,2021-04-01,1-2022,1-2022
ZT7NfC1YFVjMNkIf20kc,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-09-01,1,2022,$1.00,18.615008,2021-03-01,1-2022,1-2022
ZT7NfC1YFVjMNkIf20kc,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-09-01,12,2021,$4.00,3715.875,2021-03-01,12-2021,4-2021
uq2FendiLZj3Ymzu9okk,holt-renfrew-toronto,Retail,Apparel,Midmarket,Toronto,2021-10-01,12,2021,$4.00,1788.48,2021-04-01,12-2021,4-2021
